epoch,train_loss,val_loss,train_acc,val_acc
1,1.7298123424706708,1.64410455982434,0.24956449291827615,0.3193339696680454
2,1.6369587417029163,1.575765377821049,0.31553434825418464,0.3714073602715028
3,1.602747290836702,1.5461126220910266,0.3354161932894039,0.39070951320394526
4,1.590564477988141,1.5492998632270618,0.3416647731576157,0.36864990985258245
5,1.5789779486696278,1.572878169841485,0.35139740967961824,0.3492417011347969
6,1.5700736177840722,1.5402075170977572,0.35370749072180563,0.3750132569731679
7,1.5631878396322227,1.535605197330082,0.3601075513140953,0.37893732103086225
8,1.5587263238851676,1.521290282326218,0.3613193971067182,0.3886944532824266
9,1.5533808704073715,1.5150007972005242,0.3651064152086647,0.3978152508219323
10,1.5474128252916568,1.529544651337653,0.3652200257517231,0.37777070739208823
11,1.5492312128702943,1.543042891793469,0.36775732788002724,0.37161947184218896
12,1.546314821174305,1.5202447304051532,0.3681738998712414,0.38180082723512565
13,1.542571001510444,1.5099720210232048,0.37086268272362344,0.39208823841340545
14,1.5409941179124116,1.529384818887746,0.3712035143527986,0.3836037755859582
15,1.5371625547850394,1.516115757753771,0.3716200863440127,0.3846643334393891
16,1.536262064732034,1.5154966249459874,0.3765810800575627,0.38667939336090784
17,1.540397580163114,1.5272810249139477,0.36824964023328033,0.3792554883868915
18,1.5394284179840343,1.514448238577212,0.3733999848519276,0.38805811857036804
19,1.5384902556014948,1.5179629678348934,0.3706733318185261,0.3828613850885566
20,1.5354481989494249,1.5209765676501852,0.370749072180565,0.3803160462403224
