epoch,train_loss,val_loss,train_acc,val_acc
1,1.219277351052611,1.1399772058160014,0.6042846042846043,0.627886323268206
2,1.172648146330073,1.1259754572202638,0.6132756132756133,0.627886323268206
3,1.1622332089192622,1.1236800189340093,0.6102786102786103,0.627886323268206
4,1.156313071334014,1.119277380711232,0.6114996114996115,0.627886323268206
5,1.149919251528124,1.1174722463157207,0.6111666111666112,0.6283303730017762
6,1.1496150928036408,1.1209676192666456,0.611055611055611,0.6283303730017762
7,1.1465335146199718,1.1157763695632161,0.6123876123876124,0.627886323268206
8,1.1471355031393837,1.1130736836531658,0.6093906093906094,0.627886323268206
9,1.1355960801738336,1.1144584957278643,0.6123876123876124,0.6283303730017762
10,1.1387784582407576,1.1119352226570698,0.6127206127206127,0.627886323268206
11,1.1379108509936413,1.1112448664160435,0.6147186147186147,0.6287744227353463
12,1.1396702843059616,1.111682846427599,0.6118326118326118,0.6287744227353463
13,1.1337280210981306,1.1103917590043049,0.6126096126096127,0.6283303730017762
14,1.1324627171849977,1.1106815093575744,0.6141636141636142,0.6283303730017762
15,1.1310159416544885,1.1123795751780008,0.6131646131646131,0.6283303730017762
16,1.1295856435498197,1.1113024007787078,0.6127206127206127,0.6283303730017762
17,1.1235822200748682,1.1088673776250537,0.6133866133866134,0.6283303730017762
18,1.1211260494850812,1.1090628750370832,0.6137196137196137,0.6287744227353463
19,1.1223398520343377,1.108466371655676,0.6126096126096127,0.6287744227353463
20,1.1236298544608816,1.1087755410539957,0.6122766122766122,0.6283303730017762
21,1.126710936951444,1.108350689415398,0.6126096126096127,0.6283303730017762
22,1.12446093010127,1.109549862029921,0.6149406149406149,0.6283303730017762
23,1.1209658866373782,1.1091540363711532,0.6146076146076146,0.627886323268206
24,1.1221416792074046,1.1073461960518127,0.6119436119436119,0.6283303730017762
25,1.1241974978166966,1.1081087915342611,0.6127206127206127,0.6287744227353463
26,1.1204049163685614,1.1081506241490109,0.6119436119436119,0.627886323268206
27,1.1201727846272447,1.108805079760814,0.6132756132756133,0.6283303730017762
28,1.1212414635419978,1.1086854988685932,0.6136086136086136,0.6287744227353463
29,1.1200735745650707,1.107911702053585,0.6127206127206127,0.6283303730017762
